session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
grj9bsph,140,aetnaysx,2,si_experiment,PreQuestions,1662054372,1,0,0
grj9bsph,138,dwizifn3,11,si_experiment,Revision,1662054373,1,0,0
grj9bsph,141,w41kr4w1,3,si_experiment,Task2_1,1662054383,1,0,0
grj9bsph,109,viyphs7f,8,si_experiment,Task,1662054391,1,0,0
grj9bsph,137,do0rbgig,14,si_experiment,Task2,1662054394,1,0,0
grj9bsph,138,dwizifn3,12,si_experiment,PostQuestions,1662054397,1,0,0
grj9bsph,109,viyphs7f,9,si_experiment,PercAccuracy,1662054400,1,0,0
grj9bsph,139,e69hg5z2,8,si_experiment,Task,1662054402,1,0,0
grj9bsph,137,do0rbgig,15,si_experiment,PercAccuracy2,1662054407,1,0,0
grj9bsph,143,xsq8dm6u,0,,InitializeParticipant,1662054409,1,0,0
grj9bsph,143,xsq8dm6u,1,si_experiment,Intro,1662054414,1,0,0
grj9bsph,139,e69hg5z2,9,si_experiment,PercAccuracy,1662054416,1,0,0
grj9bsph,137,do0rbgig,16,si_experiment,Revision2,1662054424,1,0,0
grj9bsph,138,dwizifn3,18,si_experiment,SocDist2_1,1662054424,1,0,0
grj9bsph,141,w41kr4w1,4,si_experiment,PercAccuracy2_1,1662054428,1,0,0
grj9bsph,138,dwizifn3,19,si_experiment,SocDist1,1662054442,1,0,0
grj9bsph,141,w41kr4w1,5,si_experiment,Revision2_1,1662054467,1,0,0
grj9bsph,142,6l240oop,2,si_experiment,PreQuestions,1662054468,1,0,0
grj9bsph,139,e69hg5z2,10,si_experiment,WTP,1662054471,1,0,0
grj9bsph,140,aetnaysx,3,si_experiment,Task2_1,1662054479,1,0,0
grj9bsph,143,xsq8dm6u,2,si_experiment,PreQuestions,1662054480,1,0,0
grj9bsph,137,do0rbgig,17,si_experiment,PostQuestions2,1662054480,1,0,0
grj9bsph,139,e69hg5z2,11,si_experiment,Revision,1662054485,1,0,0
grj9bsph,139,e69hg5z2,12,si_experiment,PostQuestions,1662054513,1,0,0
