,wtp_none,wtp_dev,wtp_treateff,woa_none,woa_dev,woa_treateff,g1_sticky_none,g1_sticky_dev,g1_sticky_treateff,g1_predonly_none,g1_predonly_dev,g1_predonly_treateff
"('sexonlybin_sex_prolific', 'single weighted rel', 'task_cluster')",0.15255752866282074,0.03206836004476886,0.12584771102620715,0.15854301054959483,0.5298150787250162,0.5421654852317843,0.28692100027718254,0.13731534354553185,0.3719326512713826,0.20413174370100318,0.09641238383216941,0.3699045592742033
"('sexonlybin_sex_prolific', 'single weighted rel', 'dev_task_cluster')",0.31606204923477776,0.02738871473195626,0.11464565042520296,0.03307277448324758,0.20851036960786581,0.4098633982418263,0.11750585830769988,0.022276385287184,0.29144257942105023,0.13714500479308264,0.04674099028391001,0.22141360529355028
"('sexonlybin_sex_prolific', 'single weighted rel', 'stage_cluster')",0.16512932100365396,0.4066580376580068,0.44902171404025715,0.08021879439406221,0.07403108101484907,0.241273049245508,0.6647870757998938,0.1031060050248898,0.1952378230424465,0.1625839629696747,0.04845316069535324,0.024484799637053547
"('sexonlybin_sex_prolific', 'single weighted rel', 'dev_stage_cluster')",0.08706567180329094,0.08862812933396665,0.24171436132207816,0.13687026855963394,0.12346794451215534,0.342203205044193,0.36136089822615824,0.032205317052306,0.3689616985647625,0.43992039748476097,0.009369752208039647,0.3785082652761019
"('sexonlybin_sex_prolific', 'single weighted abs', 'robust')",0.22748057844252823,0.12995351255840284,0.1597597372276327,0.19079457878616624,0.1542574532006597,0.3463987961105123,0.13613632390006902,0.010388206760785347,0.10103269598803265,0.709844681148633,0.04894956862827946,0.23324674055990247
"('sexonlybin_sex_prolific', 'single weighted abs', 'dev_cluster')",0.04979263632337283,0.038267529370799525,0.015058301397046935,0.17490272883647964,0.07840261726059536,0.3562542926935588,0.09610546695419367,0.011065912506833904,0.2064024904961321,0.4606497999719483,0.006752911611808547,0.22426650142069052
"('sexonlybin_sex_prolific', 'single weighted abs', 'task_cluster')",0.06831481137533935,0.07041712639319474,0.15734123389579932,0.14239569720984233,0.4885869241412242,0.21267968672889012,0.2805863761375942,0.08939117237802945,0.13945178269458358,0.6692996974764034,0.031331789932327665,0.08746433533028476
"('sexonlybin_sex_prolific', 'single weighted abs', 'dev_task_cluster')",0.1364273111576037,0.050703433296882434,0.0086794409742202,0.23184716612251763,0.12941203388229128,0.13481103237492748,0.12611051080145788,0.02332383210717528,0.1535536245878843,0.4941374699678086,0.027583008793636888,0.11089434581927128
"('sexonlybin_sex_prolific', 'single weighted abs', 'stage_cluster')",0.001047787680371287,0.4709566427456489,0.2579542517763941,0.08418590607829005,0.17324221924316546,0.05717089147070965,0.5285822905831914,0.0668764226801925,0.18350096888926776,0.709494453516764,0.1292695065461562,0.2703957638007455
"('sexonlybin_sex_prolific', 'single weighted abs', 'dev_stage_cluster')",0.0024131482210985214,0.13129327352405043,0.2893512256422336,0.2769848619523046,0.053097946691618166,0.23068886186929277,0.2985686378034931,0.053715866875902775,0.27297209355725827,0.737648688003415,0.03187001481156057,0.37936823842366946
"('sexonlybin_sex_mig_prolific', 'aggregated', 'robust')",0.2777528719072717,0.43713245252926025,0.6979873514509638,0.0705571566564414,0.0994716098161079,0.4348634734187916,0.2827050092997181,0.0007897942314887711,0.31854020910383785,0.222251698765489,0.005963280653107217,0.2611759996205042
"('sexonlybin_sex_mig_prolific', 'aggregated', 'dev_cluster')",0.23439604307118475,0.17161633432267498,0.5961855021096392,0.044746796412143346,0.06592684266109534,0.5955442006218272,0.21489595568191047,0.05573207849443729,0.28722029882023187,0.1557692668614369,0.05359748578724597,0.24486129695464331
"('sexonlybin_sex_mig_prolific', 'aggregated', 'task_cluster')",0.23656813266329227,0.770448738738263,0.9012073031055221,0.25153526186700825,0.09811766990193972,0.14310275499522054,0.4037906602320602,0.07008843603999372,0.4291887598892553,0.4575169781376657,0.009132981292928864,0.5320270502685245
"('sexonlybin_sex_mig_prolific', 'aggregated', 'dev_task_cluster')",0.2161797618686919,0.5570416538737897,0.7652107749187611,0.050130916003506686,0.24950151906516704,0.42526983418448644,0.10747444088820642,0.007874040293871289,0.29711781496019446,0.10660702415870874,0.035784080261496036,0.27004295336014783
"('sexonlybin_sex_mig_prolific', 'aggregated', 'stage_cluster')",0.3476222159402115,0.7419561471398204,0.893022726855936,0.07009565303282508,0.06671435834616884,0.38088257524761987,0.7160560345876172,0.014742408582492362,0.06777651445759666,0.6794842003911734,0.2757420407135163,0.03273943709061569
"('sexonlybin_sex_mig_prolific', 'aggregated', 'dev_stage_cluster')",0.2777073994389956,0.5298672748008322,0.8085600777522406,0.14410525090515203,0.146211324209549,0.42193090605247685,0.4313794235164633,0.027659953653581898,0.21025311743350827,0.36247035888059775,0.10208324382210175,0.18904976272843235
"('sexonlybin_sex_mig_prolific', 'aggregated weighted', 'robust')",0.20762890894717212,0.6359426371563996,0.7918767457385011,0.20760013145501466,0.2987148209420646,0.22368631868377997,0.5186668752344519,0.0020837745246739385,0.08314441118678825,0.6080069549779678,0.02411829921830708,0.06378074037022848
"('sexonlybin_sex_mig_prolific', 'aggregated weighted', 'dev_cluster')",0.2118075689044484,0.4045306066626546,0.8077821083752417,0.0745756378103413,0.21794287646444244,0.2440122356489654,0.4693162232671464,0.08033076556049988,0.17773503852542868,0.47419170143599176,0.13268191334828697,0.1396744564363992
"('sexonlybin_sex_mig_prolific', 'aggregated weighted', 'task_cluster')",0.2796456876479881,0.8385441774372613,0.9319767700066901,0.35041301645649214,0.3698569920212263,0.3481820756959097,0.5146901350449098,0.10010052170329953,0.11145994309190195,0.5058845965963905,0.21384310707139734,0.10090233546332575
"('sexonlybin_sex_mig_prolific', 'aggregated weighted', 'dev_task_cluster')",0.15736923770294783,0.7121249087748711,0.8436790453119004,0.2268554297980949,0.3459282065554798,0.23953537057708293,0.3402583930322001,0.012098095680835546,0.04329257196333421,0.32753932900526495,0.05292941633647784,0.04096300328101142
"('sexonlybin_sex_mig_prolific', 'aggregated weighted', 'stage_cluster')",0.07726341745605908,0.7982977132262856,0.8879536164406034,0.08472775496632444,0.4798534093900813,0.2515678574439454,0.7807346982398838,0.0231007292951719,0.0862361857708493,0.8168752417319414,0.12464229212837168,0.18555945360443757
"('sexonlybin_sex_mig_prolific', 'aggregated weighted', 'dev_stage_cluster')",0.0906046528928022,0.6611616630975664,0.8518177994691211,0.32808542952576036,0.3076498461497494,0.20547769574248154,0.6109264128738753,0.056547714517915626,0.04656439817865634,0.614137699179464,0.19225374454763072,0.06971183583757865
"('sexonlybin_sex_mig_prolific', 'single', 'robust')",0.14309143266316135,0.11649052119527772,0.08321875209289362,0.16749841140707844,0.06634005142561258,0.3484359393603367,0.25160375212166586,0.01455088544485588,0.45564127210802174,0.1860429995103402,0.02450307344016427,0.3791223837814096
"('sexonlybin_sex_mig_prolific', 'single', 'dev_cluster')",0.008824097083302068,0.04455815654724068,0.025664358635759606,0.05601688459313505,0.004440415494269552,0.23092529707688902,0.19354860986479078,0.011624239713347364,0.34049951525423805,0.25006799190337803,0.052272723809561016,0.3815107239645229
"('sexonlybin_sex_mig_prolific', 'single', 'task_cluster')",0.048499972371927685,0.3100050648874508,0.1669252441982178,0.026327390748585564,0.42365741534777906,0.22325513615720521,0.09715267278544085,0.011499239454432852,0.46239028328938275,0.22233701148944107,0.11990948417242445,0.44004662380575255
"('sexonlybin_sex_mig_prolific', 'single', 'dev_task_cluster')",0.08306529307189314,0.052451275698444474,0.09392300333917922,0.04448519927662508,0.0665727864868857,0.08781807119912945,0.05412680167162052,0.01816449108072863,0.2766763075147225,0.18028428838719793,0.020466295817747625,0.2978141085994351
"('sexonlybin_sex_mig_prolific', 'single', 'stage_cluster')",0.13266742471843734,0.3482557405131812,0.268469466177068,0.033428827463122736,0.192679814823137,0.04936683483205557,0.445616534238185,0.030304873036762676,0.31056572445151,0.12819882298386476,0.01503962855497929,0.6221555215203196
"('sexonlybin_sex_mig_prolific', 'single', 'dev_stage_cluster')",0.010031025904139002,0.07345713581955421,0.09214147734464505,0.09145350323908855,0.04492047807688387,0.2762308771744148,0.250066740516297,0.04539745311865819,0.44740562825745755,0.30209440018607586,0.07154528934124071,0.4396195460837675
"('sexonlybin_sex_mig_prolific', 'single weighted rel', 'robust')",0.378002177980436,0.10430833114524073,0.22445708086037008,0.12889341323904036,0.1599856283064055,0.6074398554517557,0.3088997152276636,0.006451666062782946,0.24301012164437863,0.4377267908174912,0.030075637034735703,0.3397639323024504
"('sexonlybin_sex_mig_prolific', 'single weighted rel', 'dev_cluster')",0.13588146769648402,0.020609244663229526,0.0015357357865187506,0.13566902488931354,0.14369438818093266,0.4956269521304255,0.11714434571627892,0.011647721134801893,0.14316025399676363,0.11934657190888533,0.0011042576075049172,0.3515988548559814
"('sexonlybin_sex_mig_prolific', 'single weighted rel', 'task_cluster')",0.2876439544749404,0.07710388461022853,0.07825136551638627,0.07385449960200811,0.5390276680658552,0.10546626246718047,0.010920640398460496,0.15072730308166316,0.22491209602871548,0.06954208156624794,0.12280381719822545,0.34950531232705584
"('sexonlybin_sex_mig_prolific', 'single weighted rel', 'dev_task_cluster')",0.31888086890300715,0.02398385954968876,0.11166632043213472,0.09907439120315854,0.21859867499946029,0.40447131836655553,0.19075714852279477,0.02016978303717072,0.334835429939996,0.26622709768927216,0.0430835153363462,0.24998211913478394
"('sexonlybin_sex_mig_prolific', 'single weighted rel', 'stage_cluster')",0.16616298611568725,0.3569836464619702,0.43000395124959395,0.0943779866573769,0.091099632285672,0.3128264475509076,0.6564183206282199,0.09201605573756899,0.2665651498023379,0.30364178895132876,0.050862491230405364,0.02503026978002937
"('sexonlybin_sex_mig_prolific', 'single weighted rel', 'dev_stage_cluster')",0.10443463320781393,0.05501783898429844,0.22609769053956005,0.2640737622185419,0.12286569187180618,0.4340963713458691,0.4278293249295413,0.030884148396404094,0.37772642165132214,0.527092781193085,0.009599428110927937,0.4168359082513126
"('sexonlybin_sex_mig_prolific', 'single weighted abs', 'robust')",0.21559989582489114,0.07992215975750977,0.16633962319144002,0.19356863460263463,0.16183268111376325,0.35987055924961353,0.13882685609987291,0.014663828983316909,0.09250322077585525,0.6967264052014961,0.05177083331647571,0.26453041934701305
"('sexonlybin_sex_mig_prolific', 'single weighted abs', 'dev_cluster')",0.04025732319746071,0.023967222212487062,0.009835708366509334,0.17283397758061242,0.09316306626157302,0.3713544050502454,0.18258220973878064,0.012426660043804357,0.11200222139109162,0.44298763253648166,0.008061213742036537,0.2547766530030201
"('sexonlybin_sex_mig_prolific', 'single weighted abs', 'task_cluster')",0.181318386610812,0.01125620856998442,0.12046250168036025,0.33886790293869523,0.5137260616847455,0.030955005546742742,0.24712838245964494,0.06881377089526841,0.03260255943389995,0.5244027882022061,0.08891995332078177,0.04439562552223794
"('sexonlybin_sex_mig_prolific', 'single weighted abs', 'dev_task_cluster')",0.1363973899600306,0.04128196842328666,0.0076868788539288845,0.22108750660030344,0.15509523608464473,0.14786229292678071,0.15127922481809922,0.025049284630768102,0.22096758313183903,0.5035298777741963,0.028639952220052067,0.14187853913565204
"('sexonlybin_sex_mig_prolific', 'single weighted abs', 'stage_cluster')",0.013449850414558819,0.4118971187670014,0.26908655718971014,0.10761833860427382,0.201995532309596,0.0026270112769222185,0.474300858591265,0.026442604399585734,0.23758095821545297,0.17825062043621456,0.1004536290737722,0.3032320173678453
"('sexonlybin_sex_mig_prolific', 'single weighted abs', 'dev_stage_cluster')",0.003716363623230992,0.06773272009214341,0.2516429314215546,0.29817725910267656,0.056702129742136745,0.2801719372482957,0.319265593458395,0.053681028785927475,0.2715631226811021,0.7352866106542757,0.034265861228807586,0.4216133280470055
