,domain,avg_align,l2,l1,n,r1,r2,website,Twitter
285,www.baynews9.com,0.0586,0.033,0.1161,0.4403,0.3937,0.0169,https://www.baynews9.com,['https://twitter.com/BN9']
286,www.valleycentral.com,0.0592,0.0404,0.1963,0.4897,0.2274,0.0463,https://www.valleycentral.com,[]
287,www.youtube.com,0.0634,0.1533,0.2184,0.1947,0.2606,0.173,https://www.youtube.com,[]
288,www.secretsofthefed.com,0.0666,0.01,0.0374,0.7975,0.0789,0.0763,https://www.secretsofthefed.com,['down']
289,www.11alive.com,0.0686,0.0088,0.1699,0.5958,0.2211,0.0043,https://www.11alive.com,[]
290,finance.yahoo.com,0.0777,0.0192,0.2044,0.452,0.291,0.0333,https://finance.yahoo.com,['https://twitter.com/YahooFinance']
291,www.myfoxal.com,0.0788,0.022,0.1066,0.3927,0.4735,0.0052,https://www.myfoxal.com,['down']
292,www.inquisitr.com,0.0977,0.083,0.1943,0.1818,0.5026,0.0384,https://www.inquisitr.com,['https://twitter.com/theinquisitr']
293,www.wmur.com,0.098,0.0767,0.0543,0.7367,0.1209,0.0113,https://www.wmur.com,[]
294,www.koco.com,0.1027,0.0216,0.0814,0.3404,0.5495,0.007,https://www.koco.com,[]
295,youtube.com,0.105,0.1045,0.3193,0.1477,0.2203,0.2082,https://youtube.com,[]
296,scgnews.com,0.1063,0.0021,0.104,0.8363,0.0576,0.0,https://scgnews.com,['down']
297,kfor.com,0.1097,0.046,0.046,0.494,0.408,0.0061,https://kfor.com,[]
298,www.wsfa.com,0.1107,0.0189,0.1382,0.419,0.4082,0.0157,https://www.wsfa.com,['https://www.twitter.com/wsfa12news']
299,nationalreport.net,0.1168,0.2179,0.0656,0.4874,0.1648,0.0642,https://nationalreport.net,['http://twitter.com/TNROnline']
300,www.khou.com,0.1182,0.0173,0.0795,0.594,0.2956,0.0135,https://www.khou.com,[]
301,www.wfaa.com,0.1198,0.0148,0.047,0.5906,0.3393,0.0082,https://www.wfaa.com,[]
302,www.nbcdfw.com,0.1204,0.0383,0.0292,0.646,0.2559,0.0305,https://www.nbcdfw.com,['https://twitter.com/nbcdfw']
303,www.okcfox.com,0.1296,0.0248,0.1147,0.4955,0.3442,0.0209,https://www.okcfox.com,['https://twitter.com/okcfox']
304,www.click2houston.com,0.1329,0.0263,0.1694,0.4954,0.2393,0.0696,https://www.click2houston.com,['https://twitter.com/KPRC2/']
305,www.news9.com,0.1417,0.0133,0.1824,0.441,0.3475,0.0159,https://www.news9.com,[]
306,www.myfoxtampabay.com,0.1475,0.0262,0.0718,0.6636,0.229,0.0095,https://www.myfoxtampabay.com,['down']
307,www.myfoxdfw.com,0.1633,0.057,0.0983,0.4965,0.3298,0.0183,https://www.myfoxdfw.com,['down']
308,thehill.com,0.1661,0.1358,0.1426,0.1613,0.3789,0.1813,https://thehill.com,['https://twitter.com/intent/follow?screen_name=thehill']
309,www.firstcoastnews.com,0.1755,0.0038,0.1102,0.4629,0.4129,0.0101,https://www.firstcoastnews.com,[]
310,latino.foxnews.com,0.2312,0.0164,0.0558,0.1035,0.7015,0.1228,https://latino.foxnews.com,['https://twitter.com/foxnews']
311,www.fox10phoenix.com,0.2386,0.009,0.1008,0.5047,0.369,0.0165,https://www.fox10phoenix.com,['http://www.twitter.com/fox10phoenix']
312,nypost.com,0.2497,0.0115,0.1175,0.2374,0.5029,0.1306,https://nypost.com,['https://twitter.com/nypost']
313,whnt.com,0.265,0.0006,0.017,0.1612,0.8152,0.006,https://whnt.com,[]
314,www.opposingviews.com,0.2685,0.0115,0.0104,0.216,0.7617,0.0004,https://www.opposingviews.com,[]
315,www.wsj.com,0.2754,0.0101,0.1253,0.1632,0.6209,0.0805,https://www.wsj.com,['https://twitter.com/WSJ']
316,online.wsj.com,0.2764,0.0171,0.1282,0.2796,0.3487,0.2263,https://online.wsj.com,['https://twitter.com/WSJ']
317,www.dailymail.co.uk,0.286,0.0747,0.1254,0.2482,0.4025,0.1491,https://www.dailymail.co.uk,[]
318,www.quiznatic.com,0.2979,0.0656,0.0111,0.1108,0.7307,0.0818,https://www.quiznatic.com,['https://twitter.com/#']
319,www.liveleak.com,0.3231,0.0289,0.0853,0.2843,0.4209,0.1806,https://www.liveleak.com,[]
320,www.foxcarolina.com,0.3233,0.0119,0.028,0.3652,0.5698,0.0252,https://www.foxcarolina.com,['https://www.twitter.com/foxcarolinanews']
321,washington.cbslocal.com,0.3279,0.0311,0.0295,0.1414,0.4899,0.3081,https://washington.cbslocal.com,['https://twitter.com/CBSNews']
322,www.ynetnews.com,0.3335,0.0229,0.146,0.3353,0.4418,0.0539,https://www.ynetnews.com,['https://twitter.com/ynetnews']
323,www.navytimes.com,0.3365,0.0,0.0017,0.3005,0.6945,0.0032,https://www.navytimes.com,['https://twitter.com/navytimes']
324,reason.com,0.3502,0.0091,0.0378,0.2825,0.5811,0.0895,https://reason.com,['https://twitter.com/reason']
325,www.stripes.com,0.3658,0.0027,0.0116,0.2253,0.7375,0.023,https://www.stripes.com,['https://twitter.com/starsandstripes']
326,www.timesofisrael.com,0.3685,0.0125,0.044,0.3475,0.5743,0.0218,https://www.timesofisrael.com,['https://twitter.com/timesofisrael']
327,www.examiner.com,0.3807,0.0909,0.0415,0.2467,0.2679,0.353,https://www.examiner.com,['https://twitter.com/shanghaiist']
328,warrior.scout.com,0.3947,0.0,0.0008,0.0553,0.9408,0.0031,https://warrior.scout.com,['https://twitter.com/247Sports/']
329,www.military.com,0.4081,0.0091,0.0033,0.2139,0.7588,0.0148,https://www.military.com,['http://www.twitter.com/militarydotcom']
330,www.jpost.com,0.4149,0.0036,0.0311,0.2302,0.6856,0.0495,https://www.jpost.com,"['https://twitter.com/Jerusalem_Post', 'https://twitter.com/Jerusalem_Post/lists/jpost-tweets?ref_src=twsrc%5Etfw']"
331,www.armytimes.com,0.4171,0.0001,0.0039,0.1808,0.8134,0.0018,https://www.armytimes.com,['https://twitter.com/armytimes']
332,www.voicesofliberty.com,0.4358,0.0002,0.0004,0.2866,0.7086,0.0041,https://www.voicesofliberty.com,['down']
333,www.algemeiner.com,0.4456,0.0,0.0084,0.4891,0.4591,0.0433,https://www.algemeiner.com,['https://twitter.com/Algemeiner']
334,www.militarytimes.com,0.4459,0.0002,0.001,0.2094,0.7838,0.0055,https://www.militarytimes.com,['https://twitter.com/militarytimes']
335,popularmilitary.com,0.4461,0.0,0.0033,0.1239,0.8612,0.0116,https://popularmilitary.com,[]
336,www.zerohedge.com,0.4721,0.0032,0.0218,0.2158,0.5655,0.1936,https://www.zerohedge.com,[]
337,www.naturalnews.com,0.4837,0.0007,0.0004,0.3101,0.6812,0.0077,https://www.naturalnews.com,['https://twitter.com/healthranger']
338,benswann.com,0.4846,0.001,0.0287,0.2702,0.6719,0.0283,https://benswann.com,[]
339,www.policeone.com,0.5063,0.0002,0.0003,0.0382,0.9591,0.0022,https://www.policeone.com,['https://twitter.com/PoliceOne']
340,virtualjerusalem.com,0.512,0.0,0.0049,0.073,0.8998,0.0224,https://virtualjerusalem.com,"['https://twitter.com/intent/tweet?text=Following Frankfurt, other German cities move to cancel Roger Waters shows&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368707', 'https://twitter.com/intent/tweet?text=Celebrating a baby&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368695', 'https://twitter.com/intent/tweet?text=After Ben Gvir requests independent counsel, High Court refers him back to AG&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/liveblog-march-14-2023/', 'https://twitter.com/intent/tweet?text=Daily Briefing Mar. 14: As judicial overhaul is voted on, how will Herzog respond?&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/daily-briefing-mar-14-as-judicial-overhaul-is-voted-on-how-will-herzog-respond/', 'https://twitter.com/intent/tweet?text=Young woman told to remove anti-overhaul protest sweatshirt to visit Western Wall&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/young-woman-told-to-remove-anti-overhaul-protest-sweatshirt-to-visit-western-wall/', 'https://twitter.com/intent/tweet?text=Connected to the news? We are looking for you&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368687', 'https://twitter.com/intent/tweet?text=Yaniv brothers, murdered in terror attack, give the gift of sight to 4 Israelis&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368691', 'https://twitter.com/intent/tweet?text=Winners review – Oscar statuette goes missing in free-spirited ode to Iranian cinema&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.theguardian.com/film/2023/mar/14/winners-review-oscar-statuette-goes-missing-in-free-spirited-ode-to-iranian-cinema', 'https://twitter.com/intent/tweet?text=Bolsonaro to be subpoenaed in case of Saudi jewellery gift: source&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.theage.com.au/world/south-america/bolsonaro-to-be-subpoenaed-in-case-of-saudi-jewellery-gift-source-20230314-p5crz4.html?ref=rss&utm_medium=rss&utm_source=rss_world', 'https://twitter.com/intent/tweet?text=Reservists rejecting refusal: 1,600 officers pen letter to IDF Chief of Staff: Were here&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368705', 'https://twitter.com/intent/tweet?text=Israel loses 10-0 to Puerto Rico in World Baseball Classic’s 1st-ever perfect game&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/israel-loses-10-0-to-puerto-rico-in-world-baseball-classics-1st-ever-perfect-game/', 'https://twitter.com/intent/tweet?text=With deal reached, education minister ends bid to control National Library board&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/with-deal-reached-education-minister-ends-bid-to-control-national-library-board/', 'https://twitter.com/intent/tweet?text=Jodi Picoult’s Holocaust novel removed as Florida school district purges libraries&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/jodi-picoults-holocaust-novel-removed-as-florida-school-district-purges-libraries/', 'https://twitter.com/intent/tweet?text=Smotrich tours Holocaust Memorial Museum in Washington: Never again&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368682', 'https://twitter.com/intent/tweet?text=Gaza fisherman celebrate catching, killing dozens of endangered manta rays&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/gaza-fisherman-celebrate-catching-killing-dozens-of-endangered-manta-rays/', 'https://twitter.com/intent/tweet?text=Have Azerbaijanis changed the face of the Iran protests? Is there hope?&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368688', 'https://twitter.com/intent/tweet?text=Historic Event To Strengthen Israel’s Citizens On Jerusalem Day&url=http://www.virtualjerusalem.com/spotlight.php?Itemid=29712', 'https://twitter.com/intent/tweet?text=Parent 1, Parent 2: Restore original text of MDA blood donor forms, demands MK Avi Maoz&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368701', 'https://twitter.com/intent/tweet?text=Heads of manufacturer, trade and tech groups back Herzog in judicial deal push&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/heads-of-manufacturer-trade-and-tech-groups-back-herzog-in-judicial-deal-push/', 'https://twitter.com/intent/tweet?text=As Europe celebrates its past, US Holocaust envoy reminds states of their darker side&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/as-europe-celebrates-its-past-a-us-holocaust-envoy-reminds-them-of-its-darker-side/', 'https://twitter.com/intent/tweet?text=Controversial judicial law passes first vote in Israeli Knesset&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.aljazeera.com/news/2023/3/14/controversial-judicial-law-passes-first-vote-in-israeli-knesset', 'https://twitter.com/intent/tweet?text=Disengagement overturned: Law canceling expulsion from north Samaria passes in 1st reading&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368693', 'https://twitter.com/intent/tweet?text=Diplomat in Paris warns that French pro-Israel voices are increasingly critical&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/diplomat-in-paris-warns-that-french-pro-israel-voices-are-increasingly-critical/', 'https://twitter.com/intent/tweet?text=Israeli scientists produce world’s first mRNA vaccine for bacteria&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/israeli-scientists-produce-worlds-first-mrna-vaccine-for-bacteria/', 'https://twitter.com/intent/tweet?text=I was a victim of an antisemitic attack and no one cares&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368697', 'https://twitter.com/intent/tweet?text=Taliban launches annual polio vaccination drive in Afghanistan&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.aljazeera.com/news/2023/3/14/taliban-launches-annual-polio-vaccination-drive-in-afghanistan', 'https://twitter.com/intent/tweet?text=Report: PM halts statistics bureau hires after failed bid to name loyalist as chief&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/report-pm-halts-statistics-bureau-hires-after-failed-bid-to-name-loyalist-as-chief/', 'https://twitter.com/intent/tweet?text=Anti-govt protests: Protesters chain themselves together, block road leading to ministries&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368690', 'https://twitter.com/intent/tweet?text=Otzma Yehudit MK Zvika Fogel under investigation for inciting terrorism &url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.jpost.com/breaking-news/article-734280', 'https://twitter.com/intent/tweet?text=KKL-JNF joins left-wing boycott of Finance Minister Smotrich&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368698', 'https://twitter.com/intent/tweet?text=MK Zvika Fogel under police investigation for inciting terrorism &url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.jpost.com/breaking-news/article-734280', 'https://twitter.com/intent/tweet?text=Ancient ruins obliterated: PA Arabs pave road over First Temple relics, burial caves&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368699', 'https://twitter.com/intent/tweet?text=CNN pundit on judicial reform: Why would you willingly shoot yourself in both feet?&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368680', 'https://twitter.com/intent/tweet?text=Russia invites Hamas leaders for Kremlin visit&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.haaretz.com/middle-east-news/2023-03-14/ty-article/.premium/russia-invites-hamas-leaders-for-kremlin-visit/00000186-df39-dc06-afdf-ff3fd16c0000', 'https://twitter.com/intent/tweet?text=Disengagement repeal law for northern West Bank approved in first reading&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/disengagement-repeal-law-for-northern-west-bank-approved-in-first-reading/', 'https://twitter.com/intent/tweet?text=Israel was built on burned Palestinian villages&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.aljazeera.com/opinions/2023/3/14/israel-was-built-on-burned-palestinian-villages', 'https://twitter.com/intent/tweet?text=Undercover cops infiltrating anti-overhaul protests in Tel Aviv, Jerusalem – report&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/undercover-cops-infiltrating-anti-overhaul-protests-in-tel-aviv-jerusalem-report/', 'https://twitter.com/intent/tweet?text=Anti-overhaul activists tie themselves together, block road near ministries; 10 held&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/anti-overhaul-activists-tie-themselves-together-block-road-near-ministries-10-held/', 'https://twitter.com/intent/tweet?text=Analysis: Iran eases its regional isolation with Saudi deal&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.aljazeera.com/news/2023/3/14/analysis-iran-eases-its-regional-isolation-with-saudi-deal', 'https://twitter.com/intent/tweet?text=Anatomy of a self-sabotaging reform&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/anatomy-of-a-self-sabotaging-reform/', 'https://twitter.com/intent/tweet?text=Gaza fishermen celebrate catching dozens of endangered manta rays&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/gaza-fisherman-celebrate-catching-killing-dozens-of-endangered-manta-rays/', 'https://twitter.com/intent/tweet?text=Two missing after Ashkelon crane collapses into the sea&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.jpost.com/breaking-news/article-734237', 'https://twitter.com/intent/tweet?text=Far-right MK probed by police for terror incitement after calling for ‘burnt Huwara’&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/far-right-mk-probed-by-police-for-terror-incitement-after-calling-for-burnt-huwara/', 'https://twitter.com/intent/tweet?text=Ashkelon: Two people missing after crane collapses due to storm&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368685', 'https://twitter.com/intent/tweet?text=Rescuers search for 2 after crane topples into water near Ashkelon&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/rescuers-search-for-2-after-crane-topples-into-water-near-ashkelon/', 'https://twitter.com/intent/tweet?text=Blocking terror, one platform at a time&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368689', 'https://twitter.com/intent/tweet?text=KKL-JNF France joins left-wing boycott of Finance Minister Smotrich&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368698', 'https://twitter.com/intent/tweet?text=MKs approve 1st reading of override clause, in major step toward judicial overhaul&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/knesset-debates-override-clause-as-president-warns-national-situation-very-serious/', 'https://twitter.com/intent/tweet?text=Certificate of excellence for terror victim presented to family&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368706', 'https://twitter.com/intent/tweet?text=Huwara should be burned: Otzma Yehudit MK summoned for police interrogation&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368702', 'https://twitter.com/intent/tweet?text=Gaza fishermen celebrate catching, killing dozens of endangered manta rays&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/gaza-fisherman-celebrate-catching-killing-dozens-of-endangered-manta-rays/', 'https://twitter.com/intent/tweet?text=Coalition MK submits bill to fire terrorists wife from Jerusalem municipality&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.jpost.com/breaking-news/article-734292', 'https://twitter.com/intent/tweet?text=Islamic Jihad: Israeli Arabs should launch an intifada&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368684', 'https://twitter.com/intent/tweet?text=Opponents of judicial reform to protest outside Gafnis home&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368683', 'https://twitter.com/intent/tweet?text=‘Fabelmans’ flops at the Oscars, Hollywood’s Jewish history gets barely a nod&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.israelnationalnews.com/news/368692', 'https://twitter.com/intent/tweet?text=At rallies against government, a right-wing anti-overhaul movement takes shape&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/at-rallies-against-government-a-right-wing-anti-overhaul-movement-takes-shape/', 'https://twitter.com/intent/tweet?text=25 arrested on suspicion of weapons trafficking after 8-month undercover police op&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/25-arrested-on-suspicion-of-weapons-trafficking-after-8-month-undercover-police-op/', 'https://twitter.com/intent/tweet?text=Police open investigation into MK Fogel for Huwara terrorism incitement&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.jpost.com/breaking-news/article-734280', 'https://twitter.com/intent/tweet?text=MKs approve override clause in 1st reading, in major step toward judicial overhaul&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/knesset-debates-override-clause-as-president-warns-national-situation-very-serious/', 'https://twitter.com/intent/tweet?text=MK Avi Maoz: Blood shortages caused by removing mother, father from donor forms&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.jpost.com/israel-news/politics-and-diplomacy/article-734277', 'https://twitter.com/intent/tweet?text=Boeing Secures Big Order With Airlines in Saudi Arabia&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.nytimes.com/2023/03/14/business/boeing-dreamliner-order-saudi-arabia.html', 'https://twitter.com/intent/tweet?text=Protesters demand AIPAC oppose judicial push as group meets Netanyahu in Jerusalem&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/protesters-demand-aipac-oppose-judicial-push-as-group-meets-netanyahu-in-jerusalem/', 'https://twitter.com/intent/tweet?text=Yokohama transforms into a tech innovation hub of East Asia - Sponsored Content&url=http://www.virtualjerusalem.com/inside_news.php?xlinks=https://www.timesofisrael.com/spotlight/yokohama-transforms-into-a-tech-innovation-hub-of-east-asia/']"
341,www.duffelblog.com,0.5205,0.0004,0.0003,0.0662,0.9263,0.0068,https://www.duffelblog.com,['https://www.twitter.com/duffelblog']
342,www.catholicnewsagency.com,0.5209,0.0003,0.0293,0.2101,0.7088,0.0515,https://www.catholicnewsagency.com,['https://twitter.com/cnalive']
343,www.marinecorpstimes.com,0.5372,0.0003,0.0005,0.0689,0.9252,0.0052,https://www.marinecorpstimes.com,['https://twitter.com/marinetimes']
344,healthimpactnews.com,0.5548,0.0,0.0006,0.0831,0.912,0.0043,https://healthimpactnews.com,['https://twitter.com/Health Impact News']
345,www.jewishpress.com,0.5559,0.0014,0.0077,0.1672,0.6922,0.1315,https://www.jewishpress.com,"['https://twitter.com/JewishPress', 'https://twitter.com/#!/jewishpress', 'https://twitter.com/jewishpress']"
346,unitedwithisrael.org,0.5564,0.0001,0.0005,0.0445,0.9497,0.0052,https://unitedwithisrael.org,['https://twitter.com/unitewithisrael']
347,hosted.ap.org,0.5827,0.0202,0.0151,0.0785,0.2666,0.6195,https://hosted.ap.org,[]
348,beforeitsnews.com,0.5876,0.0052,0.0638,0.1368,0.6653,0.1289,https://beforeitsnews.com,[]
349,www.odmp.org,0.5967,0.0003,0.0012,0.0084,0.9779,0.0122,https://www.odmp.org,['https://twitter.com/ODMP']
350,www.funker530.com,0.5984,0.0,0.0,0.0022,0.9969,0.0009,https://www.funker530.com,['https://twitter.com/funkeractual']
351,www.infowars.com,0.5997,0.0004,0.0076,0.1195,0.8103,0.0622,https://www.infowars.com,[]
352,www.newsiosity.com,0.6111,0.0,0.0026,0.0574,0.6172,0.3229,https://www.newsiosity.com,['http://twitter.com/']
353,www.thepolicewifelifeblog.com,0.6271,0.0,0.0,0.0,1.0,0.0,https://www.thepolicewifelifeblog.com,['down']
354,rare.us,0.6386,0.0003,0.0013,0.029,0.8119,0.1574,https://rare.us,['https://twitter.com/rare']
355,www.realclearpolitics.com,0.6616,0.0161,0.065,0.0574,0.3529,0.5086,https://www.realclearpolitics.com,[]
356,www.christianpost.com,0.6722,0.0039,0.067,0.0468,0.4626,0.4198,https://www.christianpost.com,"['https://twitter.com/ChristianPost/', 'https://twitter.com/ChristianPost']"
357,www.againstcronycapitalism.org,0.6857,0.0,0.0002,0.0196,0.9008,0.0795,https://www.againstcronycapitalism.org,[]
358,www.jewsnews.co.il,0.6922,0.0001,0.0003,0.0066,0.8715,0.1215,https://www.jewsnews.co.il,['down']
359,www.thetruthaboutguns.com,0.6965,0.0,0.0046,0.0227,0.8515,0.1212,https://www.thetruthaboutguns.com,['https://twitter.com/guntruth']
360,radio.foxnews.com,0.6973,0.0044,0.0147,0.0129,0.3649,0.6031,https://radio.foxnews.com,['https://twitter.com/FOX News Radio']
361,www.washingtontimes.com,0.6975,0.0049,0.015,0.0267,0.473,0.4805,https://www.washingtontimes.com,"['https://twitter.com/WashTimes', 'https://twitter.com/WashTimesSports', 'https://twitter.com/WashTimesLocal', 'https://twitter.com/WashTimesOpEd']"
362,www.israelvideonetwork.com,0.706,0.0,0.0002,0.1059,0.8363,0.0576,https://www.israelvideonetwork.com,['down']
363,www.breakingisraelnews.com,0.7086,0.0,0.0012,0.0101,0.8687,0.12,https://www.breakingisraelnews.com,['https://twitter.com/binalerts']
364,www.guns.com,0.7536,0.0278,0.0081,0.0164,0.651,0.2966,https://www.guns.com,[]
365,endtimeheadlines.org,0.7572,0.0,0.0004,0.0117,0.7654,0.2225,https://endtimeheadlines.org,['https://twitter.com/EndTimeHeadline']
366,www.israelnationalnews.com,0.7646,0.0006,0.0084,0.0841,0.6565,0.2504,https://www.israelnationalnews.com,[]
367,www.newsmax.com,0.7697,0.0062,0.01,0.0708,0.5034,0.4096,https://www.newsmax.com,['https://twitter.com/newsmax']
368,bearingarms.com,0.77,0.0,0.0,0.0,0.9525,0.0475,https://bearingarms.com,['https://twitter.com/BearingArmsCom']
369,www.foxnews.com,0.7754,0.0011,0.0026,0.0089,0.5328,0.4547,https://www.foxnews.com,['https://twitter.com/foxnews']
370,tellmenow.com,0.7818,0.0001,0.0001,0.1245,0.7366,0.1387,https://tellmenow.com,[]
371,controversialtimes.com,0.7836,0.0,0.0002,0.0327,0.807,0.1601,https://controversialtimes.com,['down']
372,gunssavelives.net,0.7862,0.0,0.0,0.0013,0.8212,0.1775,https://gunssavelives.net,['down']
373,www.truthandaction.org,0.7952,0.0,0.0001,0.0008,0.7723,0.2268,https://www.truthandaction.org,['https://twitter.com/tna1776']
374,www.thenewamerican.com,0.7993,0.0005,0.0027,0.0146,0.6039,0.3783,https://www.thenewamerican.com,['https://twitter.com/NewAmericanMag']
375,www.endtime.com,0.8043,0.0,0.0,0.0036,0.6801,0.3163,https://www.endtime.com,['https://twitter.com/EndtimeInc']
376,www.dcclothesline.com,0.806,0.0004,0.0003,0.1259,0.4729,0.4006,https://www.dcclothesline.com,['https://twitter.com/DCClothesline']
377,christiannews.net,0.807,0.0,0.0,0.0002,0.7419,0.2579,https://christiannews.net,['down']
378,tacticalshit.com,0.8118,0.0004,0.0,0.0031,0.6813,0.3152,https://tacticalshit.com,['https://twitter.com/TacticalSHT']
379,www.washingtonexaminer.com,0.8124,0.0018,0.0252,0.0152,0.3119,0.646,https://www.washingtonexaminer.com,['https://twitter.com/DCExaminer']
380,viralsurvival.com,0.813,0.0,0.0,0.0016,0.606,0.3923,https://viralsurvival.com,['down']
381,next-genpatriots.com,0.8144,0.0003,0.0,0.0047,0.3244,0.6706,https://next-genpatriots.com,[]
382,www.thepcmdgazette.com,0.8222,0.1585,0.0017,0.0117,0.4742,0.3539,https://www.thepcmdgazette.com,['https://twitter.com/The Pcmd Gazette - Discover the beauty within']
383,www.politicalears.com,0.8225,0.0,0.0001,0.0006,0.5361,0.4632,https://www.politicalears.com,['down']
384,insider.foxnews.com,0.8239,0.0,0.0,0.0035,0.4779,0.5186,https://insider.foxnews.com,['https://twitter.com/foxnews']
385,800whistleblower.com,0.8268,0.0002,0.0003,0.0038,0.5081,0.4876,https://800whistleblower.com,['down']
386,washingtonexaminer.com,0.8285,0.0013,0.0018,0.0063,0.3572,0.6333,https://washingtonexaminer.com,['https://twitter.com/DCExaminer']
387,www.judicialwatch.org,0.8287,0.0,0.0,0.0005,0.5471,0.4524,https://www.judicialwatch.org,['https://twitter.com/JudicialWatch']
388,patriotnewswire.com,0.829,0.0,0.0,0.0,0.4544,0.5456,https://patriotnewswire.com,[]
389,americanoverlook.com,0.8311,0.0,0.0,0.0015,0.6537,0.3448,https://americanoverlook.com,[]
390,foxnewsinsider.com,0.8334,0.0001,0.0003,0.0003,0.5829,0.4164,https://foxnewsinsider.com,['https://twitter.com/foxnews']
